Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
34188,INN34189,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2017,12,10,Corporate,0,0,0,65.0,0,Not_Canceled
16368,INN16369,2,0,1,2,Meal Plan 1,0,Room_Type 1,219,2018,8,12,Online,0,0,0,69.33,0,Canceled
28832,INN28833,1,0,1,3,Meal Plan 1,0,Room_Type 1,3,2018,2,8,Offline,1,0,1,69.0,0,Not_Canceled
29419,INN29420,2,0,0,2,Meal Plan 1,0,Room_Type 2,124,2018,6,30,Online,0,0,0,97.55,0,Not_Canceled
11581,INN11582,2,0,2,3,Meal Plan 1,0,Room_Type 1,19,2018,2,19,Online,0,0,0,93.0,2,Not_Canceled
19155,INN19156,2,0,2,1,Meal Plan 1,0,Room_Type 1,252,2018,10,15,Online,0,0,0,106.3,0,Canceled
31072,INN31073,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,11,17,Corporate,0,0,0,67.0,0,Canceled
34240,INN34241,1,0,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Offline,0,0,0,87.0,0,Not_Canceled
35937,INN35938,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2018,12,27,Offline,0,0,0,65.0,1,Not_Canceled
29188,INN29189,2,0,0,1,Meal Plan 1,0,Room_Type 5,4,2018,10,1,Complementary,0,0,0,0.0,1,Not_Canceled
27745,INN27746,2,1,2,3,Not Selected,0,Room_Type 1,225,2018,12,29,Online,0,0,0,71.91,0,Canceled
10952,INN10953,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,2,Online,0,0,0,149.0,0,Not_Canceled
20497,INN20498,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
12385,INN12386,1,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,90.0,0,Not_Canceled
22527,INN22528,1,2,0,1,Meal Plan 1,0,Room_Type 7,9,2018,7,28,Online,0,0,0,235.63,2,Not_Canceled
32036,INN32037,2,0,2,0,Meal Plan 1,0,Room_Type 4,88,2018,10,2,Online,0,0,0,132.3,1,Canceled
11297,INN11298,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90.0,0,Not_Canceled
4307,INN04308,2,0,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,Online,0,0,0,46.63,2,Not_Canceled
28340,INN28341,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
27087,INN27088,2,0,2,0,Meal Plan 1,0,Room_Type 1,28,2018,1,31,Online,0,0,0,89.0,1,Not_Canceled
24863,INN24864,2,2,0,2,Meal Plan 1,0,Room_Type 6,47,2018,5,6,Online,0,0,0,198.9,0,Canceled
12960,INN12961,1,0,0,2,Not Selected,0,Room_Type 1,131,2018,8,5,Online,0,0,0,72.77,2,Not_Canceled
29416,INN29417,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,2017,8,21,Online,0,0,0,76.5,2,Not_Canceled
20847,INN20848,1,0,2,4,Meal Plan 1,0,Room_Type 1,80,2018,9,4,Offline,0,0,0,85.0,0,Not_Canceled
23734,INN23735,1,2,0,3,Meal Plan 1,0,Room_Type 1,201,2018,8,25,Online,0,0,0,121.5,1,Canceled
2078,INN02079,2,0,1,1,Meal Plan 1,0,Room_Type 1,190,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled
27756,INN27757,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
12074,INN12075,2,1,0,2,Meal Plan 1,0,Room_Type 1,10,2018,3,17,Online,0,0,0,127.0,0,Canceled
2391,INN02392,2,0,2,1,Meal Plan 1,0,Room_Type 4,287,2018,10,29,Online,0,0,0,105.3,1,Canceled
2522,INN02523,2,0,1,4,Not Selected,0,Room_Type 1,100,2018,12,26,Online,0,0,0,88.74,0,Canceled
14962,INN14963,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
18918,INN18919,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,72.0,0,Not_Canceled
7476,INN07477,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
29907,INN29908,1,0,0,1,Meal Plan 1,0,Room_Type 1,43,2017,10,13,Offline,0,0,0,75.0,0,Not_Canceled
22022,INN22023,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
22429,INN22430,2,0,1,5,Meal Plan 1,0,Room_Type 1,8,2017,8,18,Online,0,0,0,90.0,1,Not_Canceled
19484,INN19485,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0,Canceled
9050,INN09051,3,0,0,4,Meal Plan 1,0,Room_Type 4,28,2018,3,9,Online,0,0,0,120.65,3,Not_Canceled
23822,INN23823,2,1,1,3,Meal Plan 1,0,Room_Type 1,21,2018,7,25,Online,0,0,0,178.0,1,Canceled
1222,INN01223,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
5902,INN05903,2,2,0,1,Meal Plan 1,1,Room_Type 6,121,2018,8,23,Online,0,0,0,198.9,2,Not_Canceled
21293,INN21294,2,2,0,4,Meal Plan 1,0,Room_Type 6,24,2018,12,21,Online,0,0,0,147.9,1,Not_Canceled
11230,INN11231,3,0,1,2,Meal Plan 1,0,Room_Type 4,165,2018,10,7,Online,0,0,0,151.2,0,Canceled
30014,INN30015,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,9,Corporate,0,0,0,90.0,0,Not_Canceled
28431,INN28432,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
2154,INN02155,2,0,0,3,Meal Plan 1,0,Room_Type 2,246,2018,9,8,Online,0,0,0,81.77,1,Canceled
27582,INN27583,2,0,2,0,Meal Plan 1,0,Room_Type 1,29,2017,10,4,Online,0,0,0,76.81,0,Not_Canceled
23652,INN23653,2,0,1,2,Meal Plan 1,0,Room_Type 1,49,2018,3,18,Offline,0,0,0,63.58,0,Not_Canceled
7259,INN07260,2,1,1,3,Meal Plan 2,0,Room_Type 1,150,2018,7,7,Online,0,0,0,173.25,0,Canceled
35795,INN35796,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,2017,12,4,Offline,0,0,0,55.0,0,Not_Canceled
34536,INN34537,2,0,2,2,Not Selected,0,Room_Type 1,126,2018,5,15,Online,0,0,0,89.25,0,Canceled
20521,INN20522,2,0,0,3,Meal Plan 1,0,Room_Type 1,17,2018,3,17,Offline,0,0,0,80.0,0,Not_Canceled
1803,INN01804,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Online,0,0,0,120.0,0,Canceled
8977,INN08978,2,0,2,3,Meal Plan 1,0,Room_Type 1,152,2018,7,22,Online,0,0,0,101.15,0,Canceled
14214,INN14215,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
22405,INN22406,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2018,5,5,Offline,0,0,0,144.0,0,Not_Canceled
20813,INN20814,2,0,2,2,Meal Plan 1,0,Room_Type 1,31,2018,5,8,Online,0,0,0,97.71,0,Canceled
16496,INN16497,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,3,23,Online,0,0,0,133.0,0,Not_Canceled
32141,INN32142,2,0,1,3,Meal Plan 1,0,Room_Type 1,196,2018,5,12,Offline,0,0,0,80.75,1,Not_Canceled
31138,INN31139,2,0,2,4,Meal Plan 1,0,Room_Type 1,139,2018,11,16,Offline,0,0,0,68.0,0,Canceled
6030,INN06031,1,0,1,3,Meal Plan 1,0,Room_Type 1,3,2018,12,12,Online,0,0,0,81.6,2,Not_Canceled
6728,INN06729,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,2017,9,30,Online,0,0,0,62.18,2,Not_Canceled
6141,INN06142,2,0,2,3,Meal Plan 1,0,Room_Type 4,71,2018,7,10,Online,0,0,0,122.4,1,Not_Canceled
23764,INN23765,2,0,1,4,Meal Plan 1,0,Room_Type 1,44,2018,11,14,Online,0,0,0,88.4,2,Not_Canceled
28420,INN28421,2,0,0,1,Not Selected,0,Room_Type 1,70,2018,12,8,Online,0,0,0,79.2,2,Not_Canceled
205,INN00206,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Online,0,0,0,70.0,0,Canceled
33715,INN33716,2,0,1,1,Not Selected,0,Room_Type 1,29,2018,3,12,Online,0,0,0,84.55,0,Canceled
30534,INN30535,2,0,2,0,Meal Plan 1,0,Room_Type 1,35,2018,9,25,Online,0,0,0,117.0,2,Not_Canceled
23921,INN23922,2,0,1,3,Meal Plan 1,0,Room_Type 4,23,2018,6,2,Online,0,0,0,140.9,0,Canceled
18014,INN18015,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,8,15,Online,0,0,0,113.64,1,Not_Canceled
3538,INN03539,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Online,0,0,0,90.0,0,Canceled
20280,INN20281,2,0,2,2,Meal Plan 1,0,Room_Type 4,27,2018,5,21,Online,0,0,0,137.6,0,Canceled
958,INN00959,2,0,2,1,Meal Plan 1,0,Room_Type 4,8,2018,6,26,Offline,0,0,0,107.0,0,Not_Canceled
5701,INN05702,3,0,1,2,Meal Plan 1,0,Room_Type 1,118,2017,12,11,Online,0,0,0,107.25,2,Not_Canceled
15923,INN15924,2,1,1,2,Meal Plan 1,0,Room_Type 1,68,2018,10,10,Online,0,0,0,136.3,1,Not_Canceled
16689,INN16690,3,0,0,1,Meal Plan 1,0,Room_Type 4,40,2018,3,22,Online,0,0,0,131.4,1,Canceled
17389,INN17390,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,90.0,0,Canceled
29397,INN29398,2,0,0,2,Not Selected,0,Room_Type 1,17,2017,9,10,Online,0,0,0,73.92,0,Not_Canceled
33987,INN33988,1,0,2,2,Meal Plan 1,0,Room_Type 1,149,2018,1,17,Offline,0,0,0,71.0,0,Not_Canceled
24752,INN24753,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,1,Not_Canceled
2771,INN02772,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Online,0,0,0,117.0,0,Canceled
26541,INN26542,2,1,2,0,Meal Plan 1,0,Room_Type 1,90,2018,12,18,Online,0,0,0,109.8,1,Not_Canceled
6800,INN06801,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75.0,0,Not_Canceled
17391,INN17392,1,0,2,1,Meal Plan 1,1,Room_Type 1,3,2018,3,13,Corporate,1,0,1,67.0,0,Not_Canceled
21235,INN21236,3,0,2,3,Meal Plan 1,0,Room_Type 1,111,2018,5,29,Offline,0,0,0,105.0,2,Not_Canceled
30141,INN30142,2,0,2,2,Not Selected,0,Room_Type 1,254,2018,12,30,Online,0,0,0,73.95,0,Canceled
13317,INN13318,3,0,0,4,Meal Plan 1,0,Room_Type 4,107,2018,8,24,Online,0,0,0,152.1,0,Canceled
10288,INN10289,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80.0,0,Canceled
8109,INN08110,3,0,2,4,Meal Plan 1,0,Room_Type 4,70,2018,7,3,Online,0,0,0,150.3,0,Canceled
19780,INN19781,1,0,0,2,Meal Plan 1,0,Room_Type 1,33,2017,9,15,Online,0,0,0,85.5,2,Not_Canceled
2339,INN02340,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Online,0,0,0,75.0,0,Canceled
19274,INN19275,2,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,27,Online,0,0,0,96.3,1,Not_Canceled
9508,INN09509,2,0,2,3,Not Selected,1,Room_Type 1,3,2018,11,12,Online,0,0,0,99.1,1,Not_Canceled
25178,INN25179,2,0,0,1,Meal Plan 1,0,Room_Type 1,80,2018,7,20,Online,0,0,0,105.3,0,Canceled
22236,INN22237,2,0,2,3,Meal Plan 1,0,Room_Type 1,28,2018,5,21,Online,0,0,0,117.74,0,Canceled
12401,INN12402,1,0,1,3,Meal Plan 1,0,Room_Type 1,22,2018,9,26,Online,0,0,0,106.4,0,Canceled
21796,INN21797,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
22590,INN22591,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85.0,1,Not_Canceled
9332,INN09333,2,0,1,3,Meal Plan 1,0,Room_Type 4,34,2018,9,26,Online,0,0,0,95.17,1,Not_Canceled
33394,INN33395,2,1,2,3,Meal Plan 1,0,Room_Type 1,146,2018,7,31,Online,0,0,0,116.45,0,Canceled
4197,INN04198,2,0,2,1,Meal Plan 1,1,Room_Type 1,9,2018,8,14,Online,0,0,0,125.27,1,Not_Canceled
14364,INN14365,1,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Offline,0,0,0,91.0,0,Not_Canceled
19258,INN19259,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120.0,0,Not_Canceled
22069,INN22070,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
8117,INN08118,3,0,2,2,Meal Plan 1,0,Room_Type 4,54,2018,5,13,Online,0,0,0,150.45,1,Not_Canceled
22274,INN22275,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,20,Corporate,0,0,0,123.0,0,Not_Canceled
34793,INN34794,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110.0,0,Canceled
20833,INN20834,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,9,28,Corporate,0,0,0,65.0,0,Not_Canceled
13408,INN13409,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
12089,INN12090,2,0,2,5,Meal Plan 1,0,Room_Type 1,198,2018,10,22,Offline,0,0,0,80.75,0,Not_Canceled
8066,INN08067,1,0,0,3,Meal Plan 1,0,Room_Type 1,161,2018,9,8,Offline,0,0,0,116.1,0,Canceled
34905,INN34906,2,0,0,2,Meal Plan 1,0,Room_Type 4,11,2017,12,11,Complementary,0,0,0,0.0,1,Not_Canceled
32465,INN32466,2,0,2,3,Not Selected,0,Room_Type 1,38,2018,3,5,Online,0,0,0,52.39,0,Not_Canceled
19311,INN19312,2,0,1,0,Not Selected,0,Room_Type 1,93,2018,5,2,Online,0,0,0,116.1,0,Canceled
35057,INN35058,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,Canceled
28905,INN28906,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,14,Corporate,1,1,2,95.0,0,Not_Canceled
1476,INN01477,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110.0,0,Canceled
5748,INN05749,2,2,0,3,Meal Plan 1,0,Room_Type 6,85,2018,4,7,Online,0,0,0,162.3,0,Canceled
9264,INN09265,2,0,1,2,Meal Plan 1,0,Room_Type 4,133,2018,6,27,Online,0,0,0,109.8,0,Canceled
11628,INN11629,2,0,0,2,Meal Plan 1,0,Room_Type 1,131,2018,9,9,Online,0,0,0,129.6,0,Canceled
25828,INN25829,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,14,Corporate,0,0,0,79.0,0,Not_Canceled
4731,INN04732,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,90.0,0,Not_Canceled
13105,INN13106,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,7,1,Online,0,0,0,96.3,1,Not_Canceled
31905,INN31906,1,0,0,3,Meal Plan 1,0,Room_Type 1,214,2018,8,16,Online,0,0,0,90.9,0,Canceled
15162,INN15163,2,0,0,1,Meal Plan 1,0,Room_Type 1,25,2018,7,7,Online,0,0,0,151.0,1,Not_Canceled
33152,INN33153,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Offline,0,0,0,94.5,0,Not_Canceled
27311,INN27312,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120.0,0,Canceled
50,INN00051,1,0,2,5,Not Selected,0,Room_Type 1,124,2018,5,30,Online,0,0,0,87.95,0,Not_Canceled
16640,INN16641,1,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,2,Corporate,0,0,0,95.0,0,Not_Canceled
28567,INN28568,2,2,0,1,Meal Plan 1,1,Room_Type 6,30,2018,8,6,Online,0,0,0,216.9,1,Not_Canceled
36000,INN36001,1,0,2,0,Meal Plan 1,0,Room_Type 1,39,2018,10,2,Online,0,0,0,134.0,1,Canceled
33902,INN33903,3,0,2,1,Meal Plan 1,0,Room_Type 1,103,2018,12,31,Offline,0,0,0,205.0,0,Canceled
23436,INN23437,2,0,1,2,Meal Plan 1,0,Room_Type 1,18,2017,10,5,Online,0,0,0,107.0,1,Not_Canceled
8182,INN08183,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
33869,INN33870,2,0,2,1,Meal Plan 1,0,Room_Type 1,5,2018,3,6,Online,0,0,0,74.8,1,Not_Canceled
19749,INN19750,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2018,8,22,Online,0,0,0,96.3,0,Canceled
20935,INN20936,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,12,19,Online,0,0,0,70.0,0,Not_Canceled
18513,INN18514,3,0,1,1,Meal Plan 1,0,Room_Type 1,169,2018,8,22,Online,0,0,0,137.7,0,Canceled
27055,INN27056,1,0,1,1,Meal Plan 1,0,Room_Type 1,6,2018,9,19,Online,0,0,0,129.7,0,Not_Canceled
32248,INN32249,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
9218,INN09219,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
1210,INN01211,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Online,0,0,0,72.0,0,Canceled
14608,INN14609,2,0,1,2,Meal Plan 1,0,Room_Type 6,69,2018,1,29,Offline,0,0,0,82.0,0,Not_Canceled
10977,INN10978,2,0,0,2,Meal Plan 1,0,Room_Type 1,83,2018,9,7,Online,0,0,0,135.9,2,Not_Canceled
4224,INN04225,2,0,2,2,Meal Plan 1,0,Room_Type 4,53,2017,11,14,Offline,0,0,0,60.0,0,Not_Canceled
19704,INN19705,2,0,2,0,Meal Plan 1,0,Room_Type 1,34,2018,10,30,Online,0,0,0,138.0,1,Not_Canceled
18258,INN18259,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61.0,0,Canceled
12631,INN12632,2,0,2,3,Meal Plan 1,0,Room_Type 1,118,2018,4,30,Online,0,0,0,97.75,1,Not_Canceled
29620,INN29621,2,1,1,5,Meal Plan 1,0,Room_Type 1,146,2018,8,1,Online,0,0,0,116.17,2,Canceled
33666,INN33667,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,2018,8,2,Online,0,0,0,114.3,1,Canceled
9012,INN09013,2,0,0,4,Meal Plan 1,0,Room_Type 1,51,2018,11,16,Offline,0,0,0,75.0,0,Not_Canceled
28445,INN28446,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,18,Corporate,0,0,0,65.0,0,Not_Canceled
4828,INN04829,1,0,1,3,Meal Plan 1,0,Room_Type 1,3,2018,10,10,Corporate,1,4,47,65.0,1,Not_Canceled
4260,INN04261,1,0,0,2,Meal Plan 1,0,Room_Type 4,12,2018,6,29,Online,0,0,0,151.0,2,Not_Canceled
5027,INN05028,3,0,2,2,Meal Plan 1,0,Room_Type 4,212,2018,10,9,Online,0,0,0,103.84,1,Canceled
13084,INN13085,2,0,1,0,Meal Plan 1,0,Room_Type 1,17,2018,6,13,Online,0,0,0,101.0,1,Not_Canceled
14620,INN14621,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,11,28,Corporate,0,0,0,77.0,0,Not_Canceled
15993,INN15994,2,0,2,5,Meal Plan 1,0,Room_Type 1,69,2017,7,22,Online,0,0,0,76.5,2,Canceled
23167,INN23168,2,0,1,1,Meal Plan 1,0,Room_Type 1,50,2018,5,21,Offline,0,0,0,85.5,0,Not_Canceled
6451,INN06452,3,0,2,1,Meal Plan 1,0,Room_Type 4,223,2018,10,29,Online,0,0,0,128.7,2,Canceled
9360,INN09361,2,0,2,4,Meal Plan 1,0,Room_Type 1,34,2018,1,31,Offline,0,0,0,50.33,0,Not_Canceled
22791,INN22792,2,0,0,2,Meal Plan 1,1,Room_Type 4,40,2018,9,28,Online,0,0,0,165.6,2,Not_Canceled
11140,INN11141,2,0,2,5,Not Selected,0,Room_Type 1,166,2018,8,5,Online,0,0,0,89.25,0,Canceled
19012,INN19013,2,0,2,1,Meal Plan 1,0,Room_Type 4,61,2018,6,12,Offline,0,0,0,90.95,1,Not_Canceled
11870,INN11871,2,0,0,2,Not Selected,0,Room_Type 1,29,2018,8,16,Offline,0,0,0,67.5,0,Not_Canceled
13646,INN13647,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
31901,INN31902,3,0,0,2,Meal Plan 1,1,Room_Type 4,72,2018,7,27,Online,0,0,0,146.7,1,Not_Canceled
13251,INN13252,1,0,0,3,Meal Plan 1,0,Room_Type 1,63,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
24588,INN24589,2,1,1,3,Meal Plan 2,0,Room_Type 1,54,2018,4,28,Online,0,0,0,180.68,0,Canceled
7110,INN07111,2,0,0,1,Not Selected,0,Room_Type 1,10,2018,2,13,Online,1,11,22,79.0,1,Not_Canceled
1223,INN01224,1,0,2,3,Meal Plan 1,0,Room_Type 4,164,2018,9,17,Online,0,0,0,108.11,1,Canceled
34213,INN34214,1,0,0,2,Meal Plan 1,0,Room_Type 1,25,2018,3,15,Online,0,0,0,85.0,1,Not_Canceled
3625,INN03626,1,0,1,0,Meal Plan 1,1,Room_Type 1,62,2018,10,23,Corporate,0,0,0,67.0,0,Not_Canceled
26395,INN26396,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,2017,10,20,Online,0,0,0,92.4,0,Not_Canceled
32080,INN32081,2,1,0,1,Meal Plan 1,0,Room_Type 1,46,2018,7,27,Online,0,0,0,152.1,2,Not_Canceled
9785,INN09786,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2017,10,15,Offline,0,0,0,100.0,0,Not_Canceled
3360,INN03361,2,0,2,1,Not Selected,0,Room_Type 1,10,2018,2,13,Online,0,0,0,79.0,0,Canceled
18794,INN18795,1,0,0,2,Meal Plan 1,1,Room_Type 1,7,2018,12,14,Corporate,1,5,56,67.0,2,Not_Canceled
10733,INN10734,2,0,2,5,Meal Plan 1,0,Room_Type 1,59,2018,3,18,Offline,0,0,0,59.5,0,Not_Canceled
15365,INN15366,3,0,2,7,Meal Plan 2,0,Room_Type 4,142,2018,10,21,Online,0,0,0,187.0,0,Canceled
32440,INN32441,2,0,0,2,Meal Plan 2,0,Room_Type 1,1,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
17314,INN17315,2,0,0,3,Meal Plan 1,0,Room_Type 1,258,2018,9,15,Online,0,0,0,106.2,0,Canceled
16910,INN16911,2,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,8,12,Online,0,0,0,156.0,1,Canceled
11201,INN11202,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
22848,INN22849,1,0,2,2,Meal Plan 1,0,Room_Type 4,31,2018,3,12,Online,0,0,0,95.4,1,Canceled
16146,INN16147,2,0,0,1,Meal Plan 2,0,Room_Type 1,94,2018,7,28,Online,0,0,0,139.5,0,Not_Canceled
14305,INN14306,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,9,1,Online,0,0,0,131.0,2,Not_Canceled
982,INN00983,2,0,1,2,Meal Plan 1,1,Room_Type 1,43,2018,7,1,Online,0,0,0,126.9,1,Not_Canceled
5023,INN05024,2,0,0,1,Meal Plan 1,0,Room_Type 1,159,2018,2,13,Offline,0,0,0,70.0,0,Not_Canceled
8727,INN08728,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
26598,INN26599,1,0,1,1,Meal Plan 1,0,Room_Type 1,67,2018,3,5,Online,0,0,0,57.83,1,Not_Canceled
4752,INN04753,2,0,3,6,Meal Plan 1,0,Room_Type 1,109,2018,7,18,Online,0,0,0,72.25,0,Canceled
26974,INN26975,1,0,1,1,Meal Plan 1,0,Room_Type 1,44,2018,11,19,Online,0,0,0,91.2,0,Canceled
24740,INN24741,2,0,2,2,Meal Plan 1,0,Room_Type 1,171,2018,8,5,Online,0,0,0,99.45,0,Canceled
23994,INN23995,2,0,0,4,Meal Plan 1,0,Room_Type 1,36,2018,1,12,Online,0,0,0,60.29,0,Canceled
21666,INN21667,2,1,2,1,Meal Plan 1,0,Room_Type 1,59,2018,10,9,Offline,0,0,0,100.0,0,Not_Canceled
8260,INN08261,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,12,10,Corporate,0,0,0,65.0,0,Not_Canceled
8395,INN08396,2,0,2,4,Meal Plan 1,0,Room_Type 4,26,2018,12,4,Online,0,0,0,114.0,1,Not_Canceled
23302,INN23303,2,0,1,4,Meal Plan 1,0,Room_Type 4,144,2018,5,25,Online,0,0,0,92.55,1,Not_Canceled
34342,INN34343,3,0,2,2,Meal Plan 1,1,Room_Type 4,162,2018,8,21,Online,0,0,0,139.05,2,Canceled
2416,INN02417,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,12,5,Online,0,0,0,88.0,1,Not_Canceled
23026,INN23027,2,1,2,2,Meal Plan 1,0,Room_Type 4,23,2017,9,4,Offline,0,0,0,110.5,1,Not_Canceled
15093,INN15094,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90.0,0,Canceled
24043,INN24044,2,0,2,4,Meal Plan 1,0,Room_Type 4,138,2018,8,13,Online,0,0,0,145.2,1,Canceled
26501,INN26502,2,0,0,3,Meal Plan 1,0,Room_Type 1,116,2017,10,27,Online,0,0,0,89.25,0,Not_Canceled
17549,INN17550,2,0,0,4,Not Selected,0,Room_Type 1,114,2018,7,13,Online,0,0,0,89.25,0,Not_Canceled
4671,INN04672,1,0,1,0,Meal Plan 1,0,Room_Type 1,45,2018,4,10,Corporate,1,1,6,65.0,0,Canceled
10029,INN10030,2,0,1,3,Meal Plan 1,0,Room_Type 1,76,2018,6,27,Online,0,0,0,109.8,1,Not_Canceled
10810,INN10811,1,0,2,2,Meal Plan 1,0,Room_Type 1,5,2017,9,26,Online,0,0,0,206.0,1,Not_Canceled
